lu,lang,swefn_lu_id,gfol_lu_id,dicoenviro_lu_id,dicoinfo_lu_id,germanfn_lu_id,brasilfn_lu_id,spanishfn_lu_id,bfn_lu_id
interrupt,en,,,,,,17952,,
interrupt,en,,,,,,,,14075
interruption,en,,,,,,17953,,
interruption,en,,,,,,,,14076
interval,en,,,,,,30293,,
interval,en,,,,,,15167,,
interval,en,,,,,,,,8750
intimate,en,,,,,,29257,,
intimate,en,,,,,,25410,,
intimate,en,,,,,,13896,,
intimate,en,,,,,,,,13906
intimate,en,,,,,,,,13837
intimate [setting],en,,,,,,29256,,
intimate [setting],en,,,,,,,,13907
intimidate,en,,,,,,31043,,
intimidate,en,,,,,,,,6489
intimidated,en,,,,,,13562,,
intimidated,en,,,,,,,,13542
intimidating,en,,,,,,31355,,
intimidating,en,,,,,,,,6488
into,en,,,,,,15615,,
into,en,,,,,,,,14413
intoxicated,en,,,,,,18034,,
intoxicated,en,,,,,,,,3824
intrigue,en,,,,,,31044,,
intrigue,en,,,,,,,,6475
intriguing,en,,,,,,31356,,
intriguing,en,,,,,,,,6473
introduce,en,,,,,,19638,,
introduce,en,,,24,,,,,
introduction,en,,,25,,,,,
introverted,en,,,,,,29241,,
introverted,en,,,,,,,,1618
invade,en,,,,,,18046,,
invade,en,,,,,,,,14806
invader,en,,,,,,18047,,
invader,en,,,,,,,,15920
invasion,en,,,,,,18048,,
invasion,en,,,,,,,,14807
invent,en,,,,,,8446,,
invent,en,,,,,,504,,
invent,en,,,,,,,,7440
invent,en,,,,,,,,272
invention,en,,,,,,506,,
invention,en,,,,,,,,7448
invention [artifact],en,,,,,,8447,,
invention [artifact],en,,,,,,,,13080
invention [process],en,,,,,,8448,,
invention [process],en,,,,,,,,273
invention artifact,en,,,,,,505,,
invention artifact,en,,,,,,,,17657
inventor,en,,,,,,507,,
inventor,en,,,,,,,,7447
inventory,en,,,,,,31461,,
inventory,en,,,,,,,,12268
invertebrate,en,,,,,,1306,,
invest,en,,,,,,7119,,
gash,fr,,,,,,6809,,
gaspillage,fr,,,1041,,,,,
gaspiller,fr,,,,,,15258,,
gaspiller,fr,,,1042,,,,,
gaz à effet de serre,fr,,,710,,,,,
gel,fr,,,410,,,,,
geler,fr,,,411,,,,,
gêner,fr,,,,,,31253,,
génétique,fr,,,179,,,,,
génial,fr,,,,,,10467,,
gens,fr,,,,,,23857,,
gerant,fr,,,,,,8103,,
setenta,pt,,,,,,6238,,
setenta e quatro,pt,,,,,,6237,,
sétimo,pt,,,,,,23144,,
setor,pt,,,,,,30525,,
setor,pt,,,,,,23582,,
setor,pt,,,,,,19020,,
severo,pt,,,,,,18083,,
sexo,pt,,,,,,28824,,
sexo,pt,,,,,,17617,,
sexta,pt,,,,,,5980,,
sexta-feira,pt,,,,,,5979,,
sexteto,pt,,,,,,929,,
sexto,pt,,,,,,23146,,
sexto,pt,,,,,,23145,,
sexual,pt,,,,,,28825,,
sexualmente,pt,,,,,,28826,,
shampoo,pt,,,,,,31672,,
shitake,pt,,,,,,17251,,
shopping,pt,,,,,,5206,,
shopping center,pt,,,,,,5205,,
short,pt,,,,,,7776,,
shot,pt,,,,,,16526,,
shot,pt,,,,,,14633,,
show,pt,,,,,,12913,,
shoyu,pt,,,,,,17252,,
sialorreia,pt,,,,,,20895,,
sibilância,pt,,,,,,32243,,
sibutramina,pt,,,,,,21622,,
side,pt,,,,,,34661,,
sífilis,pt,,,,,,20896,,
sigla,pt,,,,,,29057,,
significado,pt,,,,,,18922,,
significante,pt,,,,,,16188,,
significantemente,pt,,,,,,16189,,
significar,pt,,,,,,18923,,
significar,pt,,,,,,13755,,
significativamente,pt,,,,,,16190,,
sílaba,pt,,,,,,22871,,
silenciar,pt,,,,,,28963,,
silêncio,pt,,,,,,29477,,
silencioso,pt,,,,,,34199,,
silencioso,pt,,,,,,29478,,
silencioso,pt,,,,,,2884,,
sim,pt,,,,,,807,,
simbolicamente,pt,,,,,,27677,,
simbólico,pt,,,,,,27678,,
simbolismo,pt,,,,,,27679,,
simbolizar,pt,,,,,,8595,,
simbolo,pt,,,,,,27680,,
simbolo,pt,,,,,,16191,,
simeticona,pt,,,,,,21623,,
similar,pt,,,,,,29009,,
simpatia,pt,,,,,,12223,,
simpático,pt,,,,,,29395,,
simpático,pt,,,,,,12224,,
simpatizar,pt,,,,,,12225,,
simples,pt,,,,,,32288,,
simples,pt,,,,,,10446,,
simplesmente,pt,,,,,,29459,,
simulação,pt,,,,,,16367,,
simular,pt,,,,,,16368,,
simular,pt,,,,,,13967,,
simultaneamente,pt,,,,,,29072,,
simultaneidade,pt,,,,,,29073,,
simultâneo,pt,,,,,,29074,,
sinagoga,pt,,,,,,5207,,
sinal,pt,,,,,,15364,,
sinal,pt,,,,,,13002,,
sinal,pt,,,,,,1776,,
sinalização,pt,,,,,,1960,,
sincero,pt,,,,,,6074,,
síncope,pt,,,,,,32244,,
síncope,pt,,,,,,20897,,
sindicato,pt,,,,,,19241,,
síndrome,pt,,,,,,20903,,
síndrome da imunodeficiência adquirida,pt,,,,,,20898,,
síndrome de munchausen,pt,,,,,,20899,,
síndrome de rotor,pt,,,,,,20900,,
síndrome do pânico,pt,,,,,,20901,,
síndrome nefrótica,pt,,,,,,20902,,
sindrômico,pt,,,,,,10202,,
sinistro,pt,,,,,,31233,,
sino,pt,,,,,,22724,,
sinonímia,pt,,,,,,22872,,
sinot,pt,,,,,,21624,,
sintático,pt,,,,,,22873,,
sintocalmy,pt,,,,,,21625,,
sintoma,pt,,,,,,32245,,
sintomas gripais,pt,,,,,,32246,,
sintomático,pt,,,,,,20904,,
sinuca,pt,,,,,,33234,,
sinuoso,pt,,,,,,23699,,
sinus,pt,,,,,,21626,,
sinusite,pt,,,,,,20905,,
sinvastatina,pt,,,,,,21627,,
sirene,pt,,,,,,22725,,
siri,pt,,,,,,1246,,
sírio,pt,,,,,,23281,,
siso,pt,,,,,,4219,,
sistema,pt,,,,,,32282,,
sistema digestivo,pt,,,,,,4220,,
sistema eliminatório,pt,,,,,,11985,,
sistema imunológico,pt,,,,,,4221,,
sistema nervoso central,pt,,,,,,4222,,
sistema respiratório,pt,,,,,,4223,,
sistema urinário,pt,,,,,,4224,,
sistematização,pt,,,,,,687,,
sistematizar,pt,,,,,,688,,
sítio,pt,,,,,,289,,
situação,pt,,,,,,12944,,
situação,pt,,,,,,12914,,
situação-problema,pt,,,,,,11858,,
situado,pt,,,,,,3395,,
situar,pt,,,,,,3396,,
skate,pt,,,,,,30082,,
skate,pt,,,,,,29777,,
skatista,pt,,,,,,2421,,
smash,pt,,,,,,16527,,
sniper,pt,,,,,,24056,,
só,pt,,,,,,29460,,
só,pt,,,,,,18913,,
só,pt,,,,,,352,,
soar,pt,,,,,,29673,,
soar,pt,,,,,,15434,,
sob,pt,,,,,,22770,,
soberbo,pt,,,,,,33898,,
soberbo,pt,,,,,,13664,,
sobrancelha,pt,,,,,,4225,,
sobrar,pt,,,,,,29461,,
sobrar,pt,,,,,,18713,,
sobre,pt,,,,,,33083,,
sobre,pt,,,,,,29609,,
sobre,pt,,,,,,29462,,
sobre,pt,,,,,,19539,,
sobre,pt,,,,,,11336,,
sobrecoxa,pt,,,,,,17253,,
sobrecoxa,pt,,,,,,14634,,
sobremesa,pt,,,,,,14958,,
sobressair,pt,,,,,,13665,,
sobrevivência,pt,,,1397,,,,,
sobreviver,pt,,,,,,31976,,
sobrinho,pt,,,,,,18448,,
socar,pt,,,,,,17790,,
socar,pt,,,,,,6773,,
social,pt,,,,,,29301,,
social,pt,,,,,,11584,,
socialismo,pt,,,,,,15234,,
socializar,pt,,,,,,570,,
sociável,pt,,,,,,29396,,
sociável,pt,,,,,,29233,,
sociedade,pt,,,,,,23201,,
sócio,pt,,,,,,24671,,
sociologista,pt,,,,,,24672,,
soco,pt,,,,,,17791,,
soco,pt,,,,,,13394,,
soco labial,pt,,,,,,13393,,
socorrer,pt,,,,,,1933,,
socorrista,pt,,,,,,24673,,
socorro,pt,,,,,,1934,,
soda,pt,,,,,,14635,,
soda cáustica,pt,,,,,,33391,,
sódio,pt,,,,,,31673,,
sofá,pt,,,,,,15330,,
sofá,pt,,,,,,12744,,
sofá-cama,pt,,,,,,15329,,
sofisticação,pt,,,,,,30701,,
sofisticado,pt,,,,,,33664,,
sofisticado,pt,,,,,,30702,,
sofisticado,pt,,,,,,10447,,
sofisticar,pt,,,,,,7111,,
sofrer,pt,,,,,,12979,,
sofrimento,pt,,,,,,12226,,
sofrível,pt,,,,,,10448,,
softball,pt,,,,,,29778,,
softbol,pt,,,,,,29779,,
sogro,pt,,,,,,25349,,
sol,pt,,,,,,34459,,
sol,pt,,,,,,25542,,
sol,pt,,,,,,12745,,
sola,pt,,,,,,7985,,
sola,pt,,,,,,4226,,
solar,pt,,,,,,19428,,
solar,pt,,,,,,5208,,
solário,pt,,,,,,4719,,
soldado,pt,,,,,,24674,,
soldar,pt,,,,,,2535,,
solene,pt,,,,,,31234,,
soletrar,pt,,,,,,29674,,
solicitação,pt,,,,,,27739,,
solicitação,pt,,,,,,27708,,
solicitação,pt,,,,,,15860,,
solicitar,pt,,,,,,27740,,
solicitar,pt,,,,,,27709,,
solícito,pt,,,,,,21764,,
solidão,pt,,,,,,12227,,
solidário,pt,,,,,,2885,,
sólido,pt,,,,,,31725,,
sólido,pt,,,,,,20295,,
solista,pt,,,,,,24675,,
solitário,pt,,,,,,29234,,
solo,pt,,,,,,30083,,
solo,pt,,,,,,22458,,
soltar,pt,,,,,,27423,,
soltar,pt,,,,,,16528,,
soltar,pt,,,,,,4446,,
solteirão,pt,,,,,,25350,,
solteiro,pt,,,,,,25351,,
solteirona,pt,,,,,,25352,,
solto,pt,,,,,,18554,,
solto,pt,,,,,,3261,,
solução,pt,,,,,,31726,,
solução,pt,,,,,,31674,,
solução,pt,,,,,,21628,,
soluçar,pt,,,,,,19683,,
soluço,pt,,,,,,32247,,
solvente,pt,,,,,,31675,,
som,pt,,,,,,29493,,
som,pt,,,,,,25089,,
somar,pt,,,,,,16323,,
somar,pt,,,,,,713,,
sombra,pt,,,,,,23120,,
sombrio,pt,,,,,,12228,,
somente,pt,,,,,,29463,,
somente,pt,,,,,,25586,,
somente,pt,,,,,,15120,,
sonda,pt,,,,,,20076,,
sonda,pt,,,,,,4227,,
sonda cistostomia,pt,,,,,,20072,,
sonda nasoenteral,pt,,,,,,20073,,
sonda nasogástrica,pt,,,,,,20074,,
sonda vesical de demora,pt,,,,,,20075,,
sondar,pt,,,,,,28374,,
sondar,pt,,,,,,4228,,
sonhar,pt,,,,,,25090,,
sonhar,pt,,,,,,13243,,
sonho,pt,,,,,,25091,,
sonho,pt,,,,,,14636,,
sonho,pt,,,,,,12746,,
sono,pt,,,,,,32248,,
sono,pt,,,,,,29179,,
sonolência,pt,,,,,,32249,,
sonolento,pt,,,,,,20906,,
sonrisal,pt,,,,,,21629,,
sopa,pt,,,,,,14638,,
sopa agnolini,pt,,,,,,14637,,
sorar,pt,,,,,,21630,,
soro,pt,,,,,,21633,,
soro fisiológico,pt,,,,,,21631,,
soro glicosado,pt,,,,,,21632,,
sorridente,pt,,,,,,13810,,
sorrir,pt,,,,,,30849,,
sorrir,pt,,,,,,19801,,
sorrir,pt,,,,,,13811,,
sorriso,pt,,,,,,13812,,
sorte,pt,,,,,,19622,,
sortido,pt,,,,,,11378,,
sortimento,pt,,,,,,11379,,
sortimento,pt,,,,,,930,,
sortudo,pt,,,,,,19623,,
sorvete,pt,,,,,,14639,,
sorveteria,pt,,,,,,10976,,
sossegar,pt,,,,,,13505,,
sota-proa,pt,,,,,,2205,,
sota-voga,pt,,,,,,2206,,
sótão,pt,,,,,,4720,,
Mundial,es,,,,,,30186,,
invest,en,,,,,,3620,,
invest,en,,,,,,,,13647
investigate,en,,,,,,28398,,
investigate,en,,,,,,27776,,
investigate,en,,,,,,9648,,
investigate,en,,,,,,,,7963
investigate,en,,,,,,,,11277
investigate,en,,,,,,,,445
investigation,en,,,,,,28399,,
investigation,en,,,,,,9649,,
investigation,en,,,,,,,,8046
investigation,en,,,,,,,,446
investment,en,,,,,,3621,,
investment,en,,,,,,,,13648
invigorate,en,,,,,,27289,,
invigorate,en,,,,,,,,13229
invigorating,en,,,,,,31357,,
invigorating,en,,,,,,,,6547
invitation,en,,,,,,27725,,
invitation,en,,,,,,,,17288
invite,en,,,,,,27726,,
invite,en,,,,,,2805,,
invite,en,,,,,,,,11045
invoice,en,,,,,,3638,,
invoice,en,,,,,,3637,,
invoice,en,,,,,,,,18259
invoice,en,,,,,,,,18609
involve,en,,,,,,16317,,
involved,en,,,,,,23645,,
involved,en,,,,,,,,10630
involvement,en,,,,,,23646,,
involvement,en,,,,,,,,10631
iodine,en,,,590,,,,,
ippon,en,,,,,,34763,,
Iranian,en,,,,,,24189,,
iranian,en,,,,,,23307,,
iranian,en,,,,,,,,11610
Iranian,en,,,,,,,,13744
iraqi,en,,,,,,23308,,
iraqi,en,,,,,,,,12171
irate,en,,,,,,12368,,
irate,en,,,,,,,,8860
Irish,en,,,,,,24190,,
irish,en,,,,,,23309,,
irish,en,,,,,,,,13887
Irish,en,,,,,,,,13886
irk,en,,,,,,31045,,
irk,en,,,,,,,,827
irked,en,,,,,,12369,,
irked,en,,,,,,,,8861
irksome,en,,,,,,31358,,
irksome,en,,,,,,,,6373
iron,en,,,,,,31700,,
iron,en,,,,,,,,11607
ironically,en,,,,,,31359,,
irrational,en,,,,,,21824,,
irrational,en,,,,,,,,408
irregularity,en,,,,,,33757,,
irregularity,en,,,,,,,,16967
irrelevant,en,,,,,,3574,,
irrelevant,en,,,,,,,,16302
irritant,en,,,,,,533,,
irritant,en,,,,,,,,13113
irritate,en,,,,,,31046,,
gérer,fr,,,,,,3357,,
gérer,fr,,,,145,,,,
gestionnaire,fr,,,,,,8104,,
glacier,fr,,,969,,,,,
global,fr,,,925,,,,,
globe,fr,,,861,,,,,
golfeur,fr,,,,,,2433,,
soteropolitano,pt,,,,,,24148,,
souvenir,pt,,,,,,15460,,
sozinho,pt,,,,,,353,,
spa,pt,,,,,,5763,,
spa,pt,,,,,,4721,,
spidufen,pt,,,,,,21634,,
splashing,pt,,,,,,11089,,
spoon,pt,,,,,,20419,,
spoonful,pt,,,,,,20420,,
spray,pt,,,,,,17987,,
sprint,pt,,,,,,16529,,
steak,pt,,,,,,17254,,
stent,pt,,,,,,20077,,
street,pt,,,,,,29897,,
striking circle,pt,,,,,,30526,,
stugeron,pt,,,,,,21635,,
stützkehre,pt,,,,,,34662,,
suar,pt,,,,,,13119,,
suave,pt,,,,,,18760,,
subdimensionado,pt,,,,,,23441,,
subdividir,pt,,,,,,28761,,
subestimar,pt,,,,,,1896,,
subgaleal,pt,,,,,,10313,,
subir,pt,,,,,,33621,,
subir,pt,,,,,,17570,,
mundo,es,,,,,,25784,,
mundo,es,,,,,,22348,,
municipal,es,,,,,,25785,,
municipio,es,,,,,,25786,,
murmurar,es,,,,,,8640,,
murmurar,es,,,,,,,367,
museo,es,,,,,,5005,,
irritate,en,,,,,,,,828
irritated,en,,,,,,13563,,
irritated,en,,,,,,12370,,
irritated,en,,,,,,1370,,
irritated,en,,,,,,,,14935
irritated,en,,,,,,,,11182
irritating,en,,,,,,31360,,
irritating,en,,,,,,,,6374
islamic,en,,,,,,9789,,
island,en,,,,,,22560,,
island,en,,,,,,,,3504
island group,en,,,,,,22559,,
isle,en,,,,,,22561,,
isle,en,,,,,,,,3536
islet,en,,,,,,22562,,
islet,en,,,,,,,,3537
isolated,en,,,,,,23016,,
issuance,en,,,,,,9631,,
issuance,en,,,,,,,,14259
issue,en,,,,,,32731,,
issue,en,,,,,,31920,,
subir,pt,,,,,,7446,,
subir,pt,,,,,,6899,,
issue,en,,,,,,26139,,
issue,en,,,,,,25723,,
issue,en,,,,,,12042,,
issue,en,,,,,,9632,,
issue,en,,,,,,,,14258
issue,en,,,,,,,,6245
issue,en,,,,,,,,12630
issue,en,,,,,,,,14833
issue,en,,,,,,,,14793
isthmus,en,,,,,,22563,,
isthmus,en,,,,,,,,3516
italian,en,,,,,,24191,,
italian,en,,,,,,23310,,
italian,en,,,,,,,,13772
italian,en,,,,,,,,14017
italian restaurant,en,,,,,,11045,,
italian rice,en,,,,,,14795,,
itch,en,,,,,,25039,,
grand,fr,,,,,,29125,,
subitamente,pt,,,,,,15121,,
súbito,pt,,,,,,10203,,
submandibular,pt,,,,,,10314,,
submarino,pt,,,,,,34030,,
submergir,pt,,,,,,29220,,
submergir,pt,,,,,,22132,,
submeter,pt,,,,,,31555,,
subsolo,pt,,,,,,4722,,
substância,pt,,,,,,31676,,
substância psicoativa,pt,,,,,,17988,,
substancial,pt,,,,,,29123,,
itch,en,,,,,,10662,,
itch,en,,,,,,6516,,
itch,en,,,,,,,,15879
itch,en,,,,,,,,15067
itch,en,,,,,,,,1333
item,en,,,,,,12776,,
item,en,,,,,,,,13137
itinerary,en,,,,,,33512,,
itinerary,en,,,,,,33058,,
itinerary,en,,,,,,,,17655
jab,en,,,,,,17866,,
jab,en,,,,,,6865,,
jab,en,,,,,,,,2350
jab,en,,,,,,,,11160
jabber,en,,,,,,8655,,
jabber,en,,,,,,,,551
jacket,en,,,,,,7862,,
jacket,en,,,,,,,,2913
jackfruit,en,,,,,,17372,,
jaguar,en,,,,,,1307,,
jail,en,,,,,,26370,,
jail,en,,,,,,16255,,
jail,en,,,,,,3385,,
jail,en,,,,,,,,16720
jail,en,,,,,,,,10523
jail,en,,,,,,,,6959
jailhouse,en,,,,,,26371,,
jailhouse,en,,,,,,,,6961
jalapeno,en,,,,,,17373,,
jam,en,,,,,,26140,,
jam,en,,,,,,25626,,
jam,en,,,,,,14121,,
jam,en,,,,,,13415,,
jam,en,,,,,,,,6890
jam,en,,,,,,,,2625
jam,en,,,,,,,,2530
jam,en,,,,,,,,5469
jamaican,en,,,,,,23311,,
jamaican,en,,,,,,,,15558
jammed,en,,,,,,114,,
jammed,en,,,,,,,,7016
janitor,en,,,,,,24804,,
substanciar,pt,,,,,,31911,,
January,en,,,,,,6024,,
January,en,,,,,,,,4643
janz,en,,,,,,34764,,
japanese,en,,,,,,23312,,
japanese,en,,,,,,,,13904
japanese restaurant,en,,,,,,11046,,
jar,en,,,,,,9244,,
jar,en,,,,,,,,1682
jaundice,en,,,,,,21002,,
jaundice,en,,,,,,,,4387
jaunt,en,,,,,,33581,,
substanciar,pt,,,,,,31677,,
substituir,pt,,,,,,32303,,
substituir,pt,,,,,,27626,,
jaunt,en,,,,,,28563,,
jaunt,en,,,,,,15598,,
jaunt,en,,,,,,,,1183
jaunt,en,,,,,,,,15212
javelin,en,,,,,,30138,,
jaw,en,,,,,,4339,,
jaw,en,,,,,,,,2415
jaw-dropping,en,,,,,,31361,,
jaw-dropping,en,,,,,,,,6459
je ne sais quoi,en,,,,,,16716,,
je ne sais quoi,en,,,,,,,,14383
jeans,en,,,,,,7863,,
jeans,en,,,,,,,,3378
jeer,en,,,,,,18266,,
jeer,en,,,,,,18265,,
jeer,en,,,,,,,,8949
jeer,en,,,,,,,,8950
jell,en,,,,,,7344,,
jell,en,,,,,,6573,,
jell,en,,,,,,,,11317
jell,en,,,,,,,,5948
jelly,en,,,,,,14796,,
jeopardise,en,,,,,,12593,,
jeopardise,en,,,,,,,,11704
jerk,en,,,,,,6919,,
jerk,en,,,,,,3964,,
jerk,en,,,,,,,,85
jerk,en,,,,,,,,15083
jerked meat,en,,,,,,17374,,
jerkin,en,,,,,,7864,,
jerkin,en,,,,,,,,3626
jerky,en,,,,,,17375,,
jeroboam,en,,,,,,9245,,
jeroboam,en,,,,,,,,4273
jet,en,,,,,,28010,,
jet,en,,,,,,14285,,
jet,en,,,,,,4520,,
jet,en,,,,,,,,8865
jet,en,,,,,,,,6028
jet,en,,,,,,,,8864
jet airliner,en,,,,,,20233,,
jet setter,en,,,,,,24042,,
jew,en,,,,,,24239,,
jew,en,,,,,,,,14928
jeweler,en,,,,,,24805,,
jewellery,en,,,,,,435,,
jewellery,en,,,,,,,,3362
jewelry store,en,,,,,,5860,,
jewish,en,,,,,,24240,,
jibe,en,,,,,,8815,,
jibe,en,,,,,,,,6231
jigger,en,,,,,,9246,,
jigger,en,,,,,,,,4274
jiggle,en,,,,,,7136,,
jiggle,en,,,,,,3965,,
jiggle,en,,,,,,,,4083
jiggle,en,,,,,,,,18206
job,en,,,,,,34893,,
job,en,,,,,,3515,,
subterrâneo,pt,,,,,,19540,,
subtração,pt,,,,,,22874,,
suceder,pt,,,,,,32304,,
suceder,pt,,,,,,12915,,
job,en,,,,,,3328,,
job,en,,,,,,,,5785
job,en,,,,,,,,7117
jobless,en,,,,,,3329,,
jobless,en,,,,,,,,12594
joblessness,en,,,,,,33860,,
joblessness,en,,,,,,,,12624
jock,en,,,,,,2016,,
jodhpurs,en,,,,,,7865,,
jodhpurs,en,,,,,,,,2690
grand,fr,,,,,,22802,,
grandir,fr,,,,,,26514,,
sucessão,pt,,,,,,32305,,
sucesso,pt,,,,,,31758,,
sucesso,pt,,,,,,25446,,
suco,pt,,,,,,14640,,
suculento,pt,,,,,,31235,,
sudeste,pt,,,,,,11158,,
sudeste,pt,,,,,,11157,,
súdito,pt,,,,,,24004,,
sudoeste,pt,,,,,,11160,,
sudoeste,pt,,,,,,11159,,
sudoreico,pt,,,,,,20907,,
sudoreico,pt,,,,,,10204,,
sudorese,pt,,,,,,32251,,
sudorese fria,pt,,,,,,32250,,
suficiente,pt,,,,,,31815,,
suficiente,pt,,,,,,3588,,
jog,en,,,,,,28564,,
jog,en,,,,,,,,1184
join,en,,,,,,6989,,
join,en,,,,,,3096,,
join,en,,,,,,2714,,
join,en,,,,,,2563,,
join,en,,,,,,1095,,
join,en,,,,,,,,17579
join,en,,,,,,,,11916
habileté,fr,,,,,,6138,,
suficientemente,pt,,,,,,31816,,
join,en,,,,,,,,13160
join,en,,,,,,,,41
joint,en,,,,,,26372,,
joint,en,,,,,,18010,,
joint,en,,,,,,,,6966
jointly,en,,,,,,8242,,
jointly,en,,,,,,,,14706
joke,en,,,,,,26271,,
joke,en,,,,,,7599,,
joke,en,,,,,,,,9980
joke,en,,,,,,,,5285
jollification,en,,,,,,29325,,
jollification,en,,,,,,,,3390
jolly,en,,,,,,31362,,
jolly,en,,,,,,,,6854
jordanian,en,,,,,,23313,,
jordanian,en,,,,,,,,14707
jostling,en,,,,,,115,,
jostling,en,,,,,,,,4774
jot,en,,,,,,32809,,
jot,en,,,,,,,,5071
jot down,en,,,,,,32808,,
jot down,en,,,,,,,,5070
journal,en,,,,,,32732,,
journal,en,,,,,,27128,,
journal,en,,,,,,,,16760
journal,en,,,,,,,,5863
journalist,en,,,,,,24806,,
journalist,en,,,,,,,,14708
journey,en,,,,,,33583,,
journey,en,,,,,,33582,,
journey,en,,,,,,,,5961
journey,en,,,,,,,,5962
journeying,en,,,,,,33584,,
joyful,en,,,,,,12460,,
joyful,en,,,,,,,,14885
jubilant,en,,,,,,12461,,
habitat,fr,,,873,,,,,
habiter,fr,,,,,,27832,,
sufocado,pt,,,,,,13395,,
sufocar,pt,,,,,,6774,,
sufoco,pt,,,,,,10786,,
sugerido,pt,,,,,,30850,,
sugerir,pt,,,,,,30851,,
suicidar,pt,,,,,,18344,,
suicídio,pt,,,,,,18345,,
suíço,pt,,,,,,23282,,
sujar,pt,,,,,,14093,,
museo de arte,es,,,,,,4999,,
jubilant,en,,,,,,12371,,
jubilant,en,,,,,,,,8862
jubilant,en,,,,,,,,14886
judder,en,,,,,,22220,,
judder,en,,,,,,,,9105
judge,en,,,,,,27223,,
judge,en,,,,,,24807,,
judge,en,,,,,,18728,,
judge,en,,,,,,1908,,
judge,en,,,,,,,,11867
judge,en,,,,,,,,16838
judge,en,,,,,,,,14709
judgment,en,,,,,,18729,,
judgment,en,,,,,,,,17332
judicial,en,,,,,,18299,,
judicial,en,,,,,,,,12628
judiciary,en,,,,,,18300,,
judiciary,en,,,,,,,,12627
judo,en,,,,,,29812,,
judoka,en,,,,,,2467,,
jug,en,,,,,,9247,,
jug,en,,,,,,,,4275
jug,en,,,,,,,,2833
juggle,en,,,,,,7137,,
juggle,en,,,,,,,,18205
juggler,en,,,,,,24808,,
juice,en,,,,,,31701,,
juice,en,,,,,,14797,,
juice,en,,,,,,11949,,
juice,en,,,,,,,,12357
juice,en,,,,,,,,5125
juice,en,,,,,,,,15912
July,en,,,,,,6025,,
July,en,,,,,,,,4649
jumble,en,,,,,,6990,,
jumble,en,,,,,,1096,,
jumble,en,,,,,,,,17580
jumble,en,,,,,,,,12081
jumbo,en,,,,,,29150,,
sujeira,pt,,,,,,12527,,
sujo,pt,,,,,,10449,,
sujo,pt,,,,,,3857,,
museo de arte moderno,es,,,,,,4998,,
museo de historia,es,,,,,,5001,,
museo de historia local,es,,,,,,5000,,
museo marítimo,es,,,,,,5002,,
jumbo,en,,,,,,,,17865
jump,en,,,,,,34766,,
jump,en,,,,,,34765,,
jump,en,,,,,,33630,,
sul,pt,,,,,,23443,,
sul,pt,,,,,,23442,,
sul,pt,,,,,,11162,,
jump,en,,,,,,28841,,
jump,en,,,,,,28565,,
jump,en,,,,,,16624,,
jump,en,,,,,,16623,,
jump,en,,,,,,7491,,
jump,en,,,,,,2620,,
jump,en,,,,,,,,7773
jump,en,,,,,,,,1894
jump,en,,,,,,,,1185
jump,en,,,,,,,,17982
jump,en,,,,,,,,12873
jump (someone's) bones,en,,,,,,28840,,
sul,pt,,,,,,11161,,
jump (someone's) bones,en,,,,,,,,17981
jumper,en,,,,,,7866,,
jumper,en,,,,,,2468,,
jumper,en,,,,,,,,2993
jumping,en,,,,,,34767,,
jumping,en,,,,,,29924,,
jumping,en,,,,,,18958,,
jumping,en,,,,,,16625,,
jumping,en,,,,,,,,14155
jumpsuit,en,,,,,,7867,,
jumpsuit,en,,,,,,,,3400
June,en,,,,,,6026,,
June,en,,,,,,,,4648
jungle,en,,,,,,22564,,
jungle,en,,,,,,3661,,
jungle,en,,,,,,,,3472
junior,en,,,,,,31567,,
sul,pt,,,,,,11122,,
sul,pt,,,,,,11121,,
sulista,pt,,,,,,23444,,
sultão,pt,,,,,,18588,,
sumário,pt,,,,,,11509,,
sumir,pt,,,,,,10091,,
junior,en,,,,,,,,14161
junk,en,,,,,,10512,,
junk,en,,,,,,,,18804
junket,en,,,,,,33585,,
junket,en,,,,,,15599,,
junket,en,,,,,,,,7527
junkie,en,,,,,,709,,
junkie,en,,,,,,,,3817
jurisdiction,en,,,,,,25860,,
sunga,pt,,,,,,7777,,
suor,pt,,,,,,4393,,
super,pt,,,,,,15627,,
super,pt,,,,,,15626,,
super,pt,,,,,,10450,,
super,pt,,,,,,9955,,
superar,pt,,,,,,31937,,
superciliar,pt,,,,,,10315,,
supercílio,pt,,,,,,4229,,
superdimensionado,pt,,,,,,9956,,
superfaturado,pt,,,,,,13305,,
superficial,pt,,,,,,10205,,
superfície,pt,,,,,,19021,,
superior,pt,,,,,,26594,,
museo militar,es,,,,,,5003,,
museo patrimonial,es,,,,,,5004,,
músico,es,,,,,,24402,,
musitar,es,,,,,,8641,,
jurisdiction,en,,,,,,2908,,
jurisdiction,en,,,,,,,,18055
jurisdiction,en,,,,,,,,14983
just,en,,,,,,33005,,
just,en,,,,,,18914,,
justification,en,,,,,,18313,,
justification,en,,,,,,,,8035
justify,en,,,,,,18314,,
justify,en,,,,,,10334,,
justify,en,,,,,,1567,,
justify,en,,,,,,,,15319
justify,en,,,,,,,,11163
justify,en,,,,,,,,8034
juvenile,en,,,62,,,,,
juvenile,en,,,63,,,,,
habiter,fr,,,,,,18964,,
hammer,fr,,,,,,6810,,
hausse,fr,,,376,,,,,
hausse,fr,,,455,,,,,
haut,fr,,,,,,22937,,
